"Data","Miejsce","Liczba_rowerow"
"2020-06-06","NSR Solec CPR",1726
"2020-06-07","NSR Solec CPR",1632
"2020-06-08","NSR Solec CPR",429
"2020-06-09","NSR Solec CPR",490
"2020-06-10","NSR Solec CPR",389
"2020-06-11","NSR Solec CPR",1868
"2020-06-12","NSR Solec CPR",1253
"2020-06-13","NSR Solec CPR",1273
"2020-06-14","NSR Solec CPR",1506
"2020-06-15","NSR Solec CPR",882
"2020-06-16","NSR Solec CPR",1112
"2020-06-17","NSR Solec CPR",477
"2020-06-18","NSR Solec CPR",764
"2020-06-19","NSR Solec CPR",741
"2020-06-20","NSR Solec CPR",783
"2020-06-21","NSR Solec CPR",1096
"2020-06-22","NSR Solec CPR",191
"2020-06-23","NSR Solec CPR",857
"2020-06-24","NSR Solec CPR",297
"2020-06-25","NSR Solec CPR",1425
"2020-06-26","NSR Solec CPR",843
"2020-06-27","NSR Solec CPR",1533
"2020-06-28","NSR Solec CPR",2099
"2020-06-29","NSR Solec CPR",400
"2020-06-30","NSR Solec CPR",1218
"2020-07-01","NSR Solec CPR",1458
"2020-07-02","NSR Solec CPR",1093
"2020-07-03","NSR Solec CPR",942
"2020-07-04","NSR Solec CPR",1615
"2020-07-05","NSR Solec CPR",1714
"2020-07-06","NSR Solec CPR",477
"2020-07-07","NSR Solec CPR",715
"2020-07-08","NSR Solec CPR",577
"2020-07-09","NSR Solec CPR",708
"2020-07-10","NSR Solec CPR",688
"2020-07-11","NSR Solec CPR",298
"2020-07-12","NSR Solec CPR",1443
"2020-07-13","NSR Solec CPR",493
"2020-07-14","NSR Solec CPR",1015
"2020-07-15","NSR Solec CPR",1196
"2020-07-16","NSR Solec CPR",339
"2020-07-17","NSR Solec CPR",798
"2020-07-18","NSR Solec CPR",1513
"2020-07-19","NSR Solec CPR",1495
"2020-07-20","NSR Solec CPR",0
"2020-07-21","NSR Solec CPR",0
"2020-07-22","NSR Solec CPR",0
"2020-07-23","NSR Solec CPR",0
"2020-07-24","NSR Solec CPR",0
"2020-07-25","NSR Solec CPR",0
"2020-07-26","NSR Solec CPR",0
"2020-07-27","NSR Solec CPR",0
"2020-07-28","NSR Solec CPR",0
"2020-07-29","NSR Solec CPR",686
"2020-07-30","NSR Solec CPR",960
"2020-07-31","NSR Solec CPR",719
"2020-08-01","NSR Solec CPR",1409
"2020-08-02","NSR Solec CPR",1583
"2020-08-03","NSR Solec CPR",341
"2020-08-04","NSR Solec CPR",173
"2020-08-05","NSR Solec CPR",1045
"2020-08-06","NSR Solec CPR",1033
"2020-08-07","NSR Solec CPR",1003
"2020-08-08","NSR Solec CPR",1016
"2020-08-09","NSR Solec CPR",1103
"2020-08-10","NSR Solec CPR",711
"2020-08-11","NSR Solec CPR",810
"2020-08-12","NSR Solec CPR",1048
"2020-08-13","NSR Solec CPR",839
"2020-08-14","NSR Solec CPR",868
"2020-08-15","NSR Solec CPR",1299
"2020-08-16","NSR Solec CPR",1462
"2020-08-17","NSR Solec CPR",562
"2020-08-18","NSR Solec CPR",818
"2020-08-19","NSR Solec CPR",668
"2020-08-20","NSR Solec CPR",1000
"2020-08-21","NSR Solec CPR",912
"2020-08-22","NSR Solec CPR",730
"2020-08-23","NSR Solec CPR",1221
"2020-08-24","NSR Solec CPR",773
"2020-08-25","NSR Solec CPR",707
"2020-08-26","NSR Solec CPR",433
"2020-08-27","NSR Solec CPR",242
"2020-08-28","NSR Solec CPR",688
"2020-08-29","NSR Solec CPR",561
"2020-08-30","NSR Solec CPR",528
"2020-08-31","NSR Solec CPR",292
"2020-09-01","NSR Solec CPR",149
"2020-09-02","NSR Solec CPR",282
"2020-09-03","NSR Solec CPR",656
"2020-09-04","NSR Solec CPR",418
"2020-09-05","NSR Solec CPR",986
"2020-09-06","NSR Solec CPR",1355
"2020-09-07","NSR Solec CPR",516
"2020-09-08","NSR Solec CPR",582
"2020-09-09","NSR Solec CPR",661
"2020-09-10","NSR Solec CPR",773
"2020-09-11","NSR Solec CPR",844
"2020-09-12","NSR Solec CPR",842
"2020-09-13","NSR Solec CPR",843
"2020-09-14","NSR Solec CPR",842
"2020-05-01","al. Stanów Zjednoczonych N",280
"2020-05-02","al. Stanów Zjednoczonych N",487
"2020-05-03","al. Stanów Zjednoczonych N",353
"2020-05-04","al. Stanów Zjednoczonych N",546
"2020-05-05","al. Stanów Zjednoczonych N",166
"2020-05-06","al. Stanów Zjednoczonych N",122
"2020-05-07","al. Stanów Zjednoczonych N",505
"2020-05-08","al. Stanów Zjednoczonych N",678
"2020-05-09","al. Stanów Zjednoczonych N",815
"2020-05-10","al. Stanów Zjednoczonych N",884
"2020-05-11","al. Stanów Zjednoczonych N",394
"2020-05-12","al. Stanów Zjednoczonych N",268
"2020-05-13","al. Stanów Zjednoczonych N",377
"2020-05-14","al. Stanów Zjednoczonych N",413
"2020-05-15","al. Stanów Zjednoczonych N",591
"2020-05-16","al. Stanów Zjednoczonych N",391
"2020-05-17","al. Stanów Zjednoczonych N",685
"2020-05-18","al. Stanów Zjednoczonych N",313
"2020-05-19","al. Stanów Zjednoczonych N",355
"2020-05-20","al. Stanów Zjednoczonych N",596
"2020-05-21","al. Stanów Zjednoczonych N",561
"2020-05-22","al. Stanów Zjednoczonych N",608
"2020-05-23","al. Stanów Zjednoczonych N",571
"2020-05-24","al. Stanów Zjednoczonych N",544
"2020-05-25","al. Stanów Zjednoczonych N",425
"2020-05-26","al. Stanów Zjednoczonych N",649
"2020-05-27","al. Stanów Zjednoczonych N",719
"2020-05-28","al. Stanów Zjednoczonych N",702
"2020-05-29","al. Stanów Zjednoczonych N",673
"2020-05-30","al. Stanów Zjednoczonych N",180
"2020-05-31","al. Stanów Zjednoczonych N",610
"2020-06-01","al. Stanów Zjednoczonych N",708
"2020-06-02","al. Stanów Zjednoczonych N",869
"2020-06-03","al. Stanów Zjednoczonych N",542
"2020-06-04","al. Stanów Zjednoczonych N",871
"2020-06-05","al. Stanów Zjednoczonych N",364
"2020-06-06","al. Stanów Zjednoczonych N",808
"2020-06-07","al. Stanów Zjednoczonych N",713
"2020-06-08","al. Stanów Zjednoczonych N",554
"2020-06-09","al. Stanów Zjednoczonych N",573
"2020-06-10","al. Stanów Zjednoczonych N",443
"2020-06-11","al. Stanów Zjednoczonych N",762
"2020-06-12","al. Stanów Zjednoczonych N",272
"2020-06-13","al. Stanów Zjednoczonych N",0
"2020-06-14","al. Stanów Zjednoczonych N",0
"2020-06-15","al. Stanów Zjednoczonych N",0
"2020-06-16","al. Stanów Zjednoczonych N",0
"2020-06-17","al. Stanów Zjednoczonych N",0
"2020-06-18","al. Stanów Zjednoczonych N",0
"2020-06-19","al. Stanów Zjednoczonych N",498
"2020-06-20","al. Stanów Zjednoczonych N",299
"2020-06-21","al. Stanów Zjednoczonych N",0
"2020-06-22","al. Stanów Zjednoczonych N",0
"2020-06-23","al. Stanów Zjednoczonych N",0
"2020-06-24","al. Stanów Zjednoczonych N",0
"2020-06-25","al. Stanów Zjednoczonych N",0
"2020-06-26","al. Stanów Zjednoczonych N",0
"2020-06-27","al. Stanów Zjednoczonych N",0
"2020-06-28","al. Stanów Zjednoczonych N",0
"2020-06-29","al. Stanów Zjednoczonych N",0
"2020-06-30","al. Stanów Zjednoczonych N",0
"2020-07-01","al. Stanów Zjednoczonych N",0
"2020-07-02","al. Stanów Zjednoczonych N",0
"2020-07-03","al. Stanów Zjednoczonych N",0
"2020-07-04","al. Stanów Zjednoczonych N",0
"2020-07-05","al. Stanów Zjednoczonych N",0
"2020-07-06","al. Stanów Zjednoczonych N",0
"2020-07-07","al. Stanów Zjednoczonych N",0
"2020-07-08","al. Stanów Zjednoczonych N",0
"2020-07-09","al. Stanów Zjednoczonych N",0
"2020-07-10","al. Stanów Zjednoczonych N",0
"2020-07-11","al. Stanów Zjednoczonych N",0
"2020-07-12","al. Stanów Zjednoczonych N",0
"2020-07-13","al. Stanów Zjednoczonych N",0
"2020-07-14","al. Stanów Zjednoczonych N",0
"2020-07-15","al. Stanów Zjednoczonych N",0
"2020-07-16","al. Stanów Zjednoczonych N",0
"2020-07-17","al. Stanów Zjednoczonych N",0
"2020-07-18","al. Stanów Zjednoczonych N",0
"2020-07-19","al. Stanów Zjednoczonych N",0
"2020-07-20","al. Stanów Zjednoczonych N",0
"2020-07-21","al. Stanów Zjednoczonych N",0
"2020-07-22","al. Stanów Zjednoczonych N",0
"2020-07-23","al. Stanów Zjednoczonych N",0
"2020-07-24","al. Stanów Zjednoczonych N",0
"2020-07-25","al. Stanów Zjednoczonych N",0
"2020-07-26","al. Stanów Zjednoczonych N",0
"2020-07-27","al. Stanów Zjednoczonych N",0
"2020-07-28","al. Stanów Zjednoczonych N",0
"2020-07-29","al. Stanów Zjednoczonych N",0
"2020-07-30","al. Stanów Zjednoczonych N",0
"2020-07-31","al. Stanów Zjednoczonych N",0
"2020-08-01","al. Stanów Zjednoczonych N",0
"2020-08-02","al. Stanów Zjednoczonych N",0
"2020-08-03","al. Stanów Zjednoczonych N",0
"2020-08-04","al. Stanów Zjednoczonych N",0
"2020-08-05","al. Stanów Zjednoczonych N",0
"2020-08-06","al. Stanów Zjednoczonych N",0
"2020-08-07","al. Stanów Zjednoczonych N",0
"2020-08-08","al. Stanów Zjednoczonych N",0
"2020-08-09","al. Stanów Zjednoczonych N",0
"2020-08-10","al. Stanów Zjednoczonych N",0
"2020-08-11","al. Stanów Zjednoczonych N",0
"2020-08-12","al. Stanów Zjednoczonych N",0
"2020-08-13","al. Stanów Zjednoczonych N",0
"2020-08-14","al. Stanów Zjednoczonych N",0
"2020-08-15","al. Stanów Zjednoczonych N",0
"2020-08-16","al. Stanów Zjednoczonych N",0
"2020-08-17","al. Stanów Zjednoczonych N",0
"2020-08-18","al. Stanów Zjednoczonych N",0
"2020-08-19","al. Stanów Zjednoczonych N",0
"2020-08-20","al. Stanów Zjednoczonych N",0
"2020-08-21","al. Stanów Zjednoczonych N",0
"2020-08-22","al. Stanów Zjednoczonych N",0
"2020-08-23","al. Stanów Zjednoczonych N",0
"2020-08-24","al. Stanów Zjednoczonych N",0
"2020-08-25","al. Stanów Zjednoczonych N",0
"2020-08-26","al. Stanów Zjednoczonych N",0
"2020-08-27","al. Stanów Zjednoczonych N",0
"2020-08-28","al. Stanów Zjednoczonych N",0
"2020-08-29","al. Stanów Zjednoczonych N",0
"2020-08-30","al. Stanów Zjednoczonych N",0
"2020-08-31","al. Stanów Zjednoczonych N",0
"2020-09-01","al. Stanów Zjednoczonych N",0
"2020-09-02","al. Stanów Zjednoczonych N",0
"2020-09-03","al. Stanów Zjednoczonych N",0
"2020-09-04","al. Stanów Zjednoczonych N",0
"2020-09-05","al. Stanów Zjednoczonych N",0
"2020-09-06","al. Stanów Zjednoczonych N",0
"2020-09-07","al. Stanów Zjednoczonych N",0
"2020-09-08","al. Stanów Zjednoczonych N",0
"2020-09-09","al. Stanów Zjednoczonych N",0
"2020-09-10","al. Stanów Zjednoczonych N",0
"2020-09-11","al. Stanów Zjednoczonych N",0
"2020-09-12","al. Stanów Zjednoczonych N",0
"2020-09-13","al. Stanów Zjednoczonych N",0
"2020-09-14","al. Stanów Zjednoczonych N",0
"2020-05-01","Okopowa/rondo Radosława",705
"2020-05-02","Okopowa/rondo Radosława",1220
"2020-05-03","Okopowa/rondo Radosława",796
"2020-05-04","Okopowa/rondo Radosława",1385
"2020-05-05","Okopowa/rondo Radosława",546
"2020-05-06","Okopowa/rondo Radosława",479
"2020-05-07","Okopowa/rondo Radosława",1488
"2020-05-08","Okopowa/rondo Radosława",1784
"2020-05-09","Okopowa/rondo Radosława",2319
"2020-05-10","Okopowa/rondo Radosława",2173
"2020-05-11","Okopowa/rondo Radosława",1102
"2020-05-12","Okopowa/rondo Radosława",793
"2020-05-13","Okopowa/rondo Radosława",1167
"2020-05-14","Okopowa/rondo Radosława",1162
"2020-05-15","Okopowa/rondo Radosława",1761
"2020-05-16","Okopowa/rondo Radosława",1126
"2020-05-17","Okopowa/rondo Radosława",1648
"2020-05-18","Okopowa/rondo Radosława",1010
"2020-05-19","Okopowa/rondo Radosława",1131
"2020-05-20","Okopowa/rondo Radosława",811
"2020-05-21","Okopowa/rondo Radosława",0
"2020-05-22","Okopowa/rondo Radosława",0
"2020-05-23","Okopowa/rondo Radosława",0
"2020-05-24","Okopowa/rondo Radosława",0
"2020-05-25","Okopowa/rondo Radosława",23
"2020-05-26","Okopowa/rondo Radosława",0
"2020-05-27","Okopowa/rondo Radosława",0
"2020-05-28","Okopowa/rondo Radosława",0
"2020-05-29","Okopowa/rondo Radosława",0
"2020-05-30","Okopowa/rondo Radosława",0
"2020-05-31","Okopowa/rondo Radosława",0
"2020-06-01","Okopowa/rondo Radosława",0
"2020-06-02","Okopowa/rondo Radosława",19
"2020-06-03","Okopowa/rondo Radosława",0
"2020-06-04","Okopowa/rondo Radosława",0
"2020-06-05","Okopowa/rondo Radosława",0
"2020-06-06","Okopowa/rondo Radosława",0
"2020-06-07","Okopowa/rondo Radosława",0
"2020-06-08","Okopowa/rondo Radosława",8
"2020-06-09","Okopowa/rondo Radosława",0
"2020-06-10","Okopowa/rondo Radosława",0
"2020-06-11","Okopowa/rondo Radosława",0
"2020-06-12","Okopowa/rondo Radosława",1123
"2020-06-13","Okopowa/rondo Radosława",1443
"2020-06-14","Okopowa/rondo Radosława",1412
"2020-06-15","Okopowa/rondo Radosława",2149
"2020-06-16","Okopowa/rondo Radosława",2679
"2020-06-17","Okopowa/rondo Radosława",1582
"2020-06-18","Okopowa/rondo Radosława",1815
"2020-06-19","Okopowa/rondo Radosława",1661
"2020-06-20","Okopowa/rondo Radosława",948
"2020-06-21","Okopowa/rondo Radosława",1283
"2020-06-22","Okopowa/rondo Radosława",775
"2020-06-23","Okopowa/rondo Radosława",1919
"2020-06-24","Okopowa/rondo Radosława",786
"2020-06-25","Okopowa/rondo Radosława",2723
"2020-06-26","Okopowa/rondo Radosława",2009
"2020-06-27","Okopowa/rondo Radosława",1541
"2020-06-28","Okopowa/rondo Radosława",1994
"2020-06-29","Okopowa/rondo Radosława",1092
"2020-06-30","Okopowa/rondo Radosława",2507
"2020-07-01","Okopowa/rondo Radosława",2832
"2020-07-02","Okopowa/rondo Radosława",2366
"2020-07-03","Okopowa/rondo Radosława",1913
"2020-07-04","Okopowa/rondo Radosława",2226
"2020-07-05","Okopowa/rondo Radosława",1754
"2020-07-06","Okopowa/rondo Radosława",1867
"2020-07-07","Okopowa/rondo Radosława",2260
"2020-07-08","Okopowa/rondo Radosława",1983
"2020-07-09","Okopowa/rondo Radosława",2165
"2020-07-10","Okopowa/rondo Radosława",1697
"2020-07-11","Okopowa/rondo Radosława",681
"2020-07-12","Okopowa/rondo Radosława",1679
"2020-07-13","Okopowa/rondo Radosława",1954
"2020-07-14","Okopowa/rondo Radosława",2824
"2020-07-15","Okopowa/rondo Radosława",2999
"2020-07-16","Okopowa/rondo Radosława",1457
"2020-07-17","Okopowa/rondo Radosława",2046
"2020-07-18","Okopowa/rondo Radosława",2076
"2020-07-19","Okopowa/rondo Radosława",1842
"2020-07-20","Okopowa/rondo Radosława",1759
"2020-07-21","Okopowa/rondo Radosława",2565
"2020-07-22","Okopowa/rondo Radosława",2677
"2020-07-23","Okopowa/rondo Radosława",2120
"2020-07-24","Okopowa/rondo Radosława",2382
"2020-07-25","Okopowa/rondo Radosława",1974
"2020-07-26","Okopowa/rondo Radosława",1948
"2020-07-27","Okopowa/rondo Radosława",2077
"2020-07-28","Okopowa/rondo Radosława",2583
"2020-07-29","Okopowa/rondo Radosława",2677
"2020-07-30","Okopowa/rondo Radosława",2625
"2020-07-31","Okopowa/rondo Radosława",2139
"2020-08-01","Okopowa/rondo Radosława",2184
"2020-08-02","Okopowa/rondo Radosława",2181
"2020-08-03","Okopowa/rondo Radosława",1426
"2020-08-04","Okopowa/rondo Radosława",619
"2020-08-05","Okopowa/rondo Radosława",2767
"2020-08-06","Okopowa/rondo Radosława",2598
"2020-08-07","Okopowa/rondo Radosława",2243
"2020-08-08","Okopowa/rondo Radosława",1733
"2020-08-09","Okopowa/rondo Radosława",1380
"2020-08-10","Okopowa/rondo Radosława",2333
"2020-08-11","Okopowa/rondo Radosława",2670
"2020-08-12","Okopowa/rondo Radosława",2698
"2020-08-13","Okopowa/rondo Radosława",2492
"2020-08-14","Okopowa/rondo Radosława",2067
"2020-08-15","Okopowa/rondo Radosława",1549
"2020-08-16","Okopowa/rondo Radosława",1666
"2020-08-17","Okopowa/rondo Radosława",2088
"2020-08-18","Okopowa/rondo Radosława",2350
"2020-08-19","Okopowa/rondo Radosława",2447
"2020-08-20","Okopowa/rondo Radosława",2596
"2020-08-21","Okopowa/rondo Radosława",2120
"2020-08-22","Okopowa/rondo Radosława",1235
"2020-08-23","Okopowa/rondo Radosława",1441
"2020-08-24","Okopowa/rondo Radosława",2402
"2020-08-25","Okopowa/rondo Radosława",2134
"2020-08-26","Okopowa/rondo Radosława",1678
"2020-08-27","Okopowa/rondo Radosława",735
"2020-08-28","Okopowa/rondo Radosława",1804
"2020-08-29","Okopowa/rondo Radosława",1222
"2020-08-30","Okopowa/rondo Radosława",813
"2020-08-31","Okopowa/rondo Radosława",1188
"2020-09-01","Okopowa/rondo Radosława",795
"2020-09-02","Okopowa/rondo Radosława",1316
"2020-09-03","Okopowa/rondo Radosława",2128
"2020-09-04","Okopowa/rondo Radosława",1699
"2020-09-05","Okopowa/rondo Radosława",1666
"2020-09-06","Okopowa/rondo Radosława",1783
"2020-09-07","Okopowa/rondo Radosława",1931
"2020-09-08","Okopowa/rondo Radosława",2330
"2020-09-09","Okopowa/rondo Radosława",2465
"2020-09-10","Okopowa/rondo Radosława",0
"2020-09-11","Okopowa/rondo Radosława",0
"2020-09-12","Okopowa/rondo Radosława",0
"2020-09-13","Okopowa/rondo Radosława",0
"2020-09-14","Okopowa/rondo Radosława",0
"2020-05-01","Towarowa/Łucka",472
"2020-05-02","Towarowa/Łucka",766
"2020-05-03","Towarowa/Łucka",540
"2020-05-04","Towarowa/Łucka",1184
"2020-05-05","Towarowa/Łucka",460
"2020-05-06","Towarowa/Łucka",465
"2020-05-07","Towarowa/Łucka",1288
"2020-05-08","Towarowa/Łucka",0
"2020-05-09","Towarowa/Łucka",0
"2020-05-10","Towarowa/Łucka",0
"2020-05-11","Towarowa/Łucka",0
"2020-05-12","Towarowa/Łucka",19
"2020-05-13","Towarowa/Łucka",1083
"2020-05-14","Towarowa/Łucka",1114
"2020-05-15","Towarowa/Łucka",1461
"2020-05-16","Towarowa/Łucka",822
"2020-05-17","Towarowa/Łucka",1177
"2020-05-18","Towarowa/Łucka",1095
"2020-05-19","Towarowa/Łucka",1151
"2020-05-20","Towarowa/Łucka",1597
"2020-05-21","Towarowa/Łucka",1531
"2020-05-22","Towarowa/Łucka",1598
"2020-05-23","Towarowa/Łucka",1075
"2020-05-24","Towarowa/Łucka",887
"2020-05-25","Towarowa/Łucka",1158
"2020-05-26","Towarowa/Łucka",1604
"2020-05-27","Towarowa/Łucka",1901
"2020-05-28","Towarowa/Łucka",1849
"2020-05-29","Towarowa/Łucka",1765
"2020-05-30","Towarowa/Łucka",494
"2020-05-31","Towarowa/Łucka",1057
"2020-06-01","Towarowa/Łucka",2007
"2020-06-02","Towarowa/Łucka",2246
"2020-06-03","Towarowa/Łucka",1781
"2020-06-04","Towarowa/Łucka",2301
"2020-06-05","Towarowa/Łucka",1274
"2020-06-06","Towarowa/Łucka",1589
"2020-06-07","Towarowa/Łucka",1191
"2020-06-08","Towarowa/Łucka",1617
"2020-06-09","Towarowa/Łucka",1730
"2020-06-10","Towarowa/Łucka",1362
"2020-06-11","Towarowa/Łucka",1361
"2020-06-12","Towarowa/Łucka",1376
"2020-06-13","Towarowa/Łucka",1105
"2020-06-14","Towarowa/Łucka",1192
"2020-06-15","Towarowa/Łucka",2270
"2020-06-16","Towarowa/Łucka",2588
"2020-06-17","Towarowa/Łucka",1647
"2020-06-18","Towarowa/Łucka",1751
"2020-06-19","Towarowa/Łucka",1773
"2020-06-20","Towarowa/Łucka",746
"2020-06-21","Towarowa/Łucka",905
"2020-06-22","Towarowa/Łucka",870
"2020-06-23","Towarowa/Łucka",1979
"2020-06-24","Towarowa/Łucka",818
"2020-06-25","Towarowa/Łucka",2573
"2020-06-26","Towarowa/Łucka",2002
"2020-06-27","Towarowa/Łucka",1239
"2020-06-28","Towarowa/Łucka",1526
"2020-06-29","Towarowa/Łucka",1308
"2020-06-30","Towarowa/Łucka",2474
"2020-07-01","Towarowa/Łucka",2704
"2020-07-02","Towarowa/Łucka",2508
"2020-07-03","Towarowa/Łucka",1986
"2020-07-04","Towarowa/Łucka",1577
"2020-07-05","Towarowa/Łucka",1492
"2020-07-06","Towarowa/Łucka",2012
"2020-07-07","Towarowa/Łucka",2313
"2020-07-08","Towarowa/Łucka",1789
"2020-07-09","Towarowa/Łucka",0
"2020-07-10","Towarowa/Łucka",0
"2020-07-11","Towarowa/Łucka",0
"2020-07-12","Towarowa/Łucka",0
"2020-07-13","Towarowa/Łucka",1359
"2020-07-14","Towarowa/Łucka",2587
"2020-07-15","Towarowa/Łucka",2643
"2020-07-16","Towarowa/Łucka",1637
"2020-07-17","Towarowa/Łucka",1920
"2020-07-18","Towarowa/Łucka",1544
"2020-07-19","Towarowa/Łucka",1471
"2020-07-20","Towarowa/Łucka",1774
"2020-07-21","Towarowa/Łucka",2457
"2020-07-22","Towarowa/Łucka",2583
"2020-07-23","Towarowa/Łucka",2197
"2020-07-24","Towarowa/Łucka",2335
"2020-07-25","Towarowa/Łucka",1529
"2020-07-26","Towarowa/Łucka",1437
"2020-07-27","Towarowa/Łucka",2047
"2020-07-28","Towarowa/Łucka",2581
"2020-07-29","Towarowa/Łucka",2568
"2020-07-30","Towarowa/Łucka",2524
"2020-07-31","Towarowa/Łucka",2148
"2020-08-01","Towarowa/Łucka",1640
"2020-08-02","Towarowa/Łucka",1623
"2020-08-03","Towarowa/Łucka",1591
"2020-08-04","Towarowa/Łucka",625
"2020-08-05","Towarowa/Łucka",2241
"2020-08-06","Towarowa/Łucka",2491
"2020-08-07","Towarowa/Łucka",2161
"2020-08-08","Towarowa/Łucka",1395
"2020-08-09","Towarowa/Łucka",1216
"2020-08-10","Towarowa/Łucka",2155
"2020-08-11","Towarowa/Łucka",2454
"2020-08-12","Towarowa/Łucka",2360
"2020-08-13","Towarowa/Łucka",2186
"2020-08-14","Towarowa/Łucka",1602
"2020-08-15","Towarowa/Łucka",1138
"2020-08-16","Towarowa/Łucka",1299
"2020-08-17","Towarowa/Łucka",1912
"2020-08-18","Towarowa/Łucka",2089
"2020-08-19","Towarowa/Łucka",2239
"2020-08-20","Towarowa/Łucka",2315
"2020-08-21","Towarowa/Łucka",2071
"2020-08-22","Towarowa/Łucka",847
"2020-08-23","Towarowa/Łucka",1187
"2020-08-24","Towarowa/Łucka",2169
"2020-08-25","Towarowa/Łucka",1917
"2020-08-26","Towarowa/Łucka",1827
"2020-08-27","Towarowa/Łucka",789
"2020-08-28","Towarowa/Łucka",1697
"2020-08-29","Towarowa/Łucka",842
"2020-08-30","Towarowa/Łucka",576
"2020-08-31","Towarowa/Łucka",1256
"2020-09-01","Towarowa/Łucka",852
"2020-09-02","Towarowa/Łucka",1332
"2020-09-03","Towarowa/Łucka",2050
"2020-09-04","Towarowa/Łucka",1630
"2020-09-05","Towarowa/Łucka",494
"2020-09-06","Towarowa/Łucka",0
"2020-09-07","Towarowa/Łucka",0
"2020-09-08","Towarowa/Łucka",0
"2020-09-09","Towarowa/Łucka",0
"2020-09-10","Towarowa/Łucka",269
"2020-09-11","Towarowa/Łucka",294
"2020-09-12","Towarowa/Łucka",294
"2020-09-13","Towarowa/Łucka",294
"2020-09-14","Towarowa/Łucka",293
"2020-05-01","Aleje Jerozolimskie/pl. Zawiszy S",66
"2020-05-02","Aleje Jerozolimskie/pl. Zawiszy S",91
"2020-05-03","Aleje Jerozolimskie/pl. Zawiszy S",79
"2020-05-04","Aleje Jerozolimskie/pl. Zawiszy S",154
"2020-05-05","Aleje Jerozolimskie/pl. Zawiszy S",58
"2020-05-06","Aleje Jerozolimskie/pl. Zawiszy S",63
"2020-05-07","Aleje Jerozolimskie/pl. Zawiszy S",156
"2020-05-08","Aleje Jerozolimskie/pl. Zawiszy S",209
"2020-05-09","Aleje Jerozolimskie/pl. Zawiszy S",183
"2020-05-10","Aleje Jerozolimskie/pl. Zawiszy S",213
"2020-05-11","Aleje Jerozolimskie/pl. Zawiszy S",146
"2020-05-12","Aleje Jerozolimskie/pl. Zawiszy S",104
"2020-05-13","Aleje Jerozolimskie/pl. Zawiszy S",116
"2020-05-14","Aleje Jerozolimskie/pl. Zawiszy S",115
"2020-05-15","Aleje Jerozolimskie/pl. Zawiszy S",182
"2020-05-16","Aleje Jerozolimskie/pl. Zawiszy S",158
"2020-05-17","Aleje Jerozolimskie/pl. Zawiszy S",163
"2020-05-18","Aleje Jerozolimskie/pl. Zawiszy S",134
